Question,label,pred,diff
Has there been no progress in computing performance metrics for climate models?,0,0,0
Can different generations of models not be compared using consistent performance metrics?,0,0,0
Has the average model performance index remained the same between each generation of models?,0,0,0
Do the poorest performing models show no improvement over time?,0,0,0
Are climate models not based on verifiable physical principles?,0,0,0
Can climate models not reproduce any aspects of the past response to external forcing?,0,0,0
Do climate models not provide any scientifically sound preview of the climate response to different scenarios of anthropogenic forcing?,0,0,0
Are the causes of observed long-term changes in climate assessed by determining the expected 'fingerprints' of different causes of climate change in the historical record?,1,1,0
Are the fingerprints derived from computer model simulations of climate change patterns caused by individual climate forcings?,1,1,0
Do these forcings include processes such as greenhouse gas increases or changes in solar brightness?,1,1,0
Can we determine whether observed changes are best explained by fingerprint patterns or by natural variability through a comparison of simulated patterns with observed changes?,1,1,0
Is the fingerprint of human-caused greenhouse gas increases clearly apparent in the pattern of observed 20th-century climate change?,1,1,0
Can the observed change in climate be otherwise explained by the fingerprints of natural forcings or natural variability simulated by climate models?,0,0,0
Do attribution studies support the conclusion that human activities have caused more than half of the observed increase in global mean surface temperatures from 1951 to 2010?,1,1,0
Is the Earth's climate always changing for many reasons?,1,1,0
"Is climate variability without forcing called internal variability, which is the consequence of processes within the climate system?",1,1,0
"Is large-scale oceanic variability, such as El Nino-Southern Oscillation (ENSO) fluctuations, the dominant source of internal climate variability on decadal to centennial time scales?",1,0,-1
"Can climate change result from natural forcings external to the climate system, such as volcanic eruptions or changes in the brightness of the sun?",1,1,0
"Can natural forcings, including volcanic eruptions or changes in solar brightness, affect internal variability as well as causing a change in average climate?",1,1,0
Do attribution studies attempt to determine the causes of a detected change in observed climate?,1,1,0
Are controlled experiments with climate models used for formal climate change attribution studies?,1,1,0
Are the model-simulated responses to specific climate forcings often called the fingerprints of those forcings?,1,1,0
"Must a climate model reliably simulate the fingerprint patterns associated with individual forcings, as well as the patterns of unforced internal variability, to yield a meaningful climate change attribution assessment?",1,1,0
"Are current climate models considered sufficiently reliable to carry out attribution assessments, according to many detailed studies?",1,1,0
Was the observed change in the latter half of the 20th century larger than expected from just internal variability?,1,1,0
Did simulations driven only by natural forcings fail to reproduce late 20th-century global warming at the surface with a similar pattern of change as observed?,0,1,1
Did simulations including both natural and human-caused forcings provide a much better representation of the time rate and spatial pattern of observed surface temperature change?,1,1,0
Do simulations including both natural and human-caused forcings capture the short-lived temperature changes following volcanic eruptions and the longer-lived warming trend?,1,1,0
Would a more complete attribution assessment examine temperature above the surface and possibly other climate variables in addition to surface temperature results?,1,1,0
"Does the simulated response to all forcings, including human-caused forcings, provide a good match to the observed changes at the surface?",1,1,0
"Can recent observed climate change be correctly simulated without including the response to human-caused forcings, including greenhouse gases, stratospheric ozone, and aerosols?",0,0,0
"Are natural causes of change still at work in the climate system, but are recent trends in temperature largely attributable to human-caused forcing?",1,1,0
Is human-caused warming already locally obvious on land?,1,1,0
Will warming become obvious in middle latitudes during summer?,1,1,0
Does natural climate variability increase with distance from the equator?,1,0,-1
Are temperature trends in many regions attributed to human influence?,1,1,0
Do temperature-sensitive climate variables show trends attributable to human influence?,1,1,0
Are warming trends more evident in global temperature averages than in local temperature time series?,1,1,0
Are multi-decadal warming trends detected in many regions considered outside the range of natural internal variability?,1,1,0
Can future warming trends be predicted precisely at local scales?,0,0,0
Has the warming trend already emerged from local variability in some tropical regions?,1,1,0
Is the temperature variability smaller in the tropics compared to other parts of the globe?,1,1,0
Will projected warming emerge in middle latitudes before the mid-21st century?,0,1,1
Is the local temperature variability smaller in summer compared to winter?,1,0,-1
Does Arctic sea ice extent show a human influence?,1,1,0
Are local precipitation trends easy to detect?,0,0,0
Has the probability of record-setting warm summer temperatures increased in the Northern Hemisphere?,1,1,0
Are high temperatures presently considered extreme projected to become closer to the norm?,1,1,0
Have the probabilities of cold spells increased?,0,0,0
Can individual extreme weather events be unambiguously ascribed to climate change?,0,0,0
Have human-induced increases in greenhouse gases contributed to the probability of some heatwaves?,1,1,0
Have greenhouse gases contributed to the observed intensification of heavy precipitation events over parts of the Northern Hemisphere?,1,1,0
Have the probabilities of many other extreme weather events changed substantially?,0,1,1
Does the date of future emergence of projected warming trends depend on local climate variability?,1,1,0
"Are the projected local temperature curves shown in FAQ 10.2, Figure 1 based on multiple climate model simulations?",1,1,0
Would a different rate of atmospheric greenhouse gas accumulation cause a wider spread of model warming projections?,1,1,0
Does the strength of evidence for the effect of climate change on local scales come from analyzing the global picture?,1,1,0
Is there a wealth of evidence from across the climate system linking observed changes to human influence?,1,1,0
Will warming become obvious in middle latitudes during winter within the next several decades?,0,1,1
Are warming trends expected to emerge more slowly in middle latitudes during winter?,1,0,-1
Are local temperature trends considered to be within the range of natural internal variability?,0,0,0
Can estimates be made with precision regarding the future time of emergence of a warming trend?,0,0,0
Will the warming trend emerge more quickly in the tropics compared to other parts of the globe?,1,0,-1
Is the local temperature variability substantially greater in middle latitudes compared to the tropics?,1,1,0
Are local precipitation variability and local temperature variability directly proportional?,0,0,0
"Are local temperature curves in FAQ 10.2, Figure 1 based on assumed future emissions scenarios?",1,0,-1
Would a different rate of atmospheric greenhouse gas accumulation cause a different warming trend?,1,1,0
Are model warming projections based on the same assumed future emissions scenario?,1,0,-1
Does the spread of model warming projections depend on the rate of greenhouse gas emissions?,1,1,0
Does the increase required for summer temperature change depend on the rate of change?,0,1,1
Does a full answer to the question of when human influence on local climate will become obvious depend on the strength of evidence?,1,1,0
Does the most convincing scientific evidence for the effect of climate change on local scales come from analyzing the global picture?,1,1,0
Does the scientific evidence linking observed changes to human influence come from multiple sources?,1,1,0
Is the evidence for human influence on local climate considered insufficient?,0,0,0
Can the effect of climate change on local scales be established solely through local observations?,0,0,0
Does the strength of evidence depend on the number of observed changes linked to human influence?,1,1,0
Is it incorrect to attribute every new weather record to climate change?,1,1,0
Does the date of future emergence of projected warming trends depend on the rate of atmospheric greenhouse gas accumulation?,0,1,1
Is there a direct link between the increase required for summer temperature change and the rate of change?,0,1,1
Are extreme weather events the only focus of climate change research?,0,0,0
Does the local variability of climate affect the emergence of warming trends?,1,1,0
Can the spread of model warming projections be wider if different greenhouse gas emissions scenarios are included?,1,1,0
"Are the warming projections in FAQ 10.2, Figure 1 based on a single climate model simulation?",0,0,0
Does the spread of model warming projections depend on the amount of local variability?,0,1,1
Can the effect of climate change on local climate be considered obvious without sufficient evidence?,0,0,0
Are weather and climate the same thing?,0,0,0
Can weather change from hour to hour and day to day?,1,1,0
Does climate refer to the statistics of weather conditions?,1,1,0
Can future climate be predicted without predicting weather?,1,1,0
Can the day-to-day weather during the coming summer be accurately predicted?,0,0,0
Is the seasonal cycle in solar radiation a factor in predicting changes in climate?,1,1,0
Do climatological averages apply to individual months?,1,1,0
Are climate predictions forecasts of the detailed day-to-day evolution of future weather?,0,0,0
Do weather forecasts provide predictions of day-to-day weather for specific times?,1,1,0
Do weather forecasts require detailed information about the current state of the atmosphere?,1,1,0
Does the chaotic nature of the atmosphere affect weather predictions?,1,1,0
Can climate scientists predict the detailed future evolution of weather?,0,0,0
Does the increase in atmospheric greenhouse gas concentrations tend to increase surface temperature in future decades?,1,1,0
Can aspects of climate be predicted despite the butterfly effect?,1,1,0
Can internal climatic variability extend the capacity to predict future climate?,1,1,0
Does the El Nino-Southern Oscillation phenomenon exhibit partially predictable variability?,1,1,0
Have seasonal-to-interannual prediction systems been developed with demonstrable predictive skill?,1,1,0
Is skill a measure of the accuracy of a prediction?,1,1,0
Are decadal prediction systems in their infancy?,1,1,0
Can decadal prediction systems hindcast near-surface temperature up to nine years?,1,1,0
Is external forcing a term used to refer to a forcing agent within the climate system?,0,0,0
Is skill in predicting decadal precipitation expected to be greater than skill in predicting decadal surface temperature?,0,0,0
Is current research focused on improving decadal prediction systems?,1,1,0
Can the extra information from internal variability increase predictive skill?,1,1,0
Will the chaotic nature of the climate system always impose limits on predictive skill?,1,1,0
Can volcanic eruptions influence climate predictably in terms of timing and magnitude?,0,0,0
Do decadal prediction systems exploit both externally forced and internally generated sources of predictability?,1,1,0
Do climate scientists differentiate between decadal predictions and decadal projections?,1,1,0
Do large volcanic eruptions inject sulphur dioxide gas into the upper atmosphere?,1,1,0
Does sulphur dioxide gas react with water to form clouds of sulphuric acid droplets?,1,1,0
Do sulphuric acid clouds formed by volcanic eruptions reflect sunlight back to space?,1,1,0
Does the reflection of sunlight by sulphuric acid clouds cool the Earth's surface?,1,1,0
Do volcanic eruptions cool the lower atmosphere along with the Earth's surface?,1,1,0
Do upper atmospheric sulphuric acid clouds heat the upper atmosphere?,1,1,0
Did the 1991 Mt Pinatubo eruption inject about 20 million tons of sulphur dioxide into the stratosphere?,1,1,0
Did the 1991 Mt Pinatubo eruption cool the Earth by about 0.5 degrees Celsius for up to a year?,1,1,0
Do volcanic eruptions globally reduce precipitation?,1,1,0
Does reduced incoming shortwave at the surface result in a reduction in evaporation and rainfall?,1,1,0
Can the timing of volcanic eruptions be precisely predicted?,0,0,0
Can the amount of sulphur dioxide injected into the upper atmosphere during a volcanic eruption be predicted?,0,0,0
Can the dispersion of sulphur dioxide in the upper atmosphere be predicted during a volcanic eruption?,0,1,1
Do ash or tephra particles emitted during volcanic eruptions affect the global climate?,0,1,1
Did the 1980 Mount St. Helens eruption have detectable global climate impacts?,0,1,1
Do high-latitude eruptions have effects only in the hemisphere where they occurred?,1,0,-1
Does the stratospheric cloud produced by high-latitude eruptions last for a few months?,1,1,0
Do tropical or subtropical volcanoes produce more global surface cooling compared to high-latitude eruptions?,1,0,-1
Do tropical eruptions produce sulphuric acid clouds that can cover much of the globe?,1,1,0
Are the regional climatic impacts of tropical eruptions easy to predict?,0,0,0
Does the dispersion of stratospheric sulphate aerosols depend on atmospheric wind conditions?,1,1,0
Does upper atmospheric cloud absorption from tropical eruptions produce more warming in the tropics than at high latitudes?,1,1,0
Did the 1783 Laki eruption in Iceland cause record warm summer temperatures in Europe?,1,0,-1
Did the 1783 Laki eruption in Iceland cause a very cold winter?,1,1,0
Did the 1809 unidentified eruption cause the 'Year Without a Summer' in 1816?,1,0,-1
Did the 1815 Tambora eruption cause the 'Year Without a Summer' in 1816?,1,1,0
Did agricultural failures in Europe and the USA occur as a result of the 'Year Without a Summer' in 1816?,1,1,0
Did the 1963 Agung eruption lead to many modern studies on volcanic eruptions?,1,1,0
Did the 1982 El Chichon eruption inspire the work that led to our current understanding of the effects of volcanic eruptions?,1,1,0
Do volcanic clouds remain in the stratosphere for several years?,0,1,1
Can consecutive large eruptions have longer-lasting impacts on climate?,1,1,0
Did a sequence of four large eruptions at the end of the 13th century cool the North Atlantic Ocean and Arctic sea ice?,1,1,0
Did the three large volcanic events during 1963-1991 affect atmospheric composition and reduce shortwave radiation at the ground?,1,1,0
Can volcanologists predict whether a volcano will erupt or how much sulphur it might inject into the stratosphere?,0,0,0
Are volcanic eruptions a potential source of uncertainty in climate predictions?,1,1,0
Can the potential uncertainty caused by volcanic eruptions be accounted for in near-term ensemble climate predictions?,1,1,0
Can the historical climate record be used to test the fidelity of climate simulations?,1,1,0
Are there limitations in using volcanic eruptions as analogues for other climatic forcings?,1,1,0
Can the impact of individual volcanic eruptions validate mechanisms involved in global warming over the next century?,0,0,0
Does the response to individual volcanic eruptions have a longer time scale than long-term oceanic feedbacks?,1,0,-1
Is the future climate determined solely by the Earth's response to external forcings?,0,0,0
Can the behavior of the climate system be modified by external forcings?,1,1,0
Are emission scenarios the only basis for climate model projections?,0,0,0
Do different climate models provide alternative representations of the Earth's response to forcings?,1,1,0
Are ensembles of models used to understand the uncertainties of possible futures?,1,1,0
Is predicting socioeconomic development easier than predicting the evolution of a physical system?,0,0,0
Are likelihoods assigned to individual forcing scenarios?,0,0,0
Do policymakers consider outcomes from different forcing scenarios?,1,1,0
Are internal fluctuations in climate always overshadowed by external perturbations?,0,0,0
Are external forcings expected to dominate climate change over the longer term?,1,1,0
Do climate models simulate both past and future climate change?,1,1,0
Can past observations and recent trends accurately project future climate change?,0,1,1
Is it impossible to solve the equations governing the behavior of the atmosphere and ocean without numerical simulations?,1,1,0
Are all small-scale processes accurately described by the equations used in climate models?,0,0,0
Are parameterizations used to approximate processes that cannot be directly simulated in climate models?,1,1,0
Is there a single numerical representation for modelling the climate system?,0,0,0
Does the diversity in climate models result in a range of plausible climate change projections?,1,1,0
Is the sampling of possible futures systematic and comprehensive in climate models?,0,0,0
Can simplified models adequately represent regional precipitation?,0,0,0
Are complex models necessary for simulating large-scale average quantities like global average temperature?,0,1,1
"Is there a coordination effort to evaluate and compare climate models' ability to simulate past, current, and future climate?",1,1,0
Is the 'multi-model' approach a standard technique in climate science for assessing climate projections?,1,1,0
"Do models agree on large-scale patterns of warming, such as land warming faster than the ocean?",1,1,0
Do models differ in their global response and small-scale regional aspects of temperature change?,1,1,0
Do all models show the same magnitude of Arctic amplification?,0,0,0
Are uncertainties present in future external forcings and the climate system's response to them?,1,1,0
Are multiple scenarios and models used to assess and characterize uncertainties in future climate evolutions?,1,1,0
Will changes in the flow and storage of water beyond natural variability occur by the end of the current century?,1,1,0
"In a warmer world, will there be net increases in rainfall, surface evaporation, and plant transpiration?",1,1,0
Will the changes in water between locations be the same?,0,0,0
Will some places experience an accumulation of water on land?,1,1,0
Will the amount of water decrease in some locations due to regional drying and loss of snow and ice cover?,1,1,0
Does the water cycle consist of water stored on Earth in all its phases?,1,1,0
Does water primarily occur as a gas-water vapor in the atmosphere?,1,0,-1
Is the ocean primarily composed of liquid water?,1,1,0
Is the ocean partly covered by ice in polar regions?,1,1,0
"Does terrestrial water in liquid form appear as lakes, rivers, soil moisture, and groundwater?",1,1,0
"Does solid terrestrial water occur in ice sheets, glaciers, snow, and permafrost?",1,1,0
Will the water cycle accelerate in all locations with time?,0,0,0
Will some parts of the climate system experience intensification of the water cycle?,1,1,0
Will other parts of the climate system experience substantial depletion of water?,1,1,0
Will some stores of water vanish as the Earth warms?,1,1,0
Will ice in all forms melt more rapidly in a warmer climate?,1,1,0
Will summer Arctic sea ice disappear before the middle of this century?,1,1,0
Will the average amount of water vapor in the atmosphere increase by the end of the 21st century?,1,1,0
Will water evaporate more quickly from the surface as the Earth warms?,1,1,0
Will sea levels rise due to the expansion of warming ocean waters and melting land ice?,1,1,0
Will changes in the water cycle occur equally in all locations?,0,0,0
Will summer precipitation in northern Asia hardly change?,1,0,-1
Do humans intervene directly in the water cycle through water management and changes in land use?,1,1,0
"Can water cycle processes occur over minutes, hours, days, and longer?",1,1,0
Are projections of future climate consistent across many models and climate forcing scenarios?,1,0,-1
Are projected climate changes generally showing an increase in precipitation in parts of the deep tropics and polar latitudes?,1,1,0
Can areas of the subtropics have decreases in precipitation?,1,1,0
Are increases in atmospheric water vapor and changes in atmospheric circulation responsible for more tropical rainfall?,1,1,0
Does increased evapotranspiration tend to counteract the effects of increased precipitation on soil moisture in the tropics?,1,1,0
Will increased precipitation generally outweigh increased evapotranspiration in higher latitudes?,1,1,0
Will projected climates result in mixed changes in soil moisture at higher latitudes?,1,1,0
Will rainfall become more intense due to the presence of more moisture in the atmosphere?,1,1,0
Will 1-day precipitation events that currently occur every 20 years occur more frequently by the end of the 21st century?,1,1,0
Will precipitation events overall tend to occur less frequently in the future?,1,0,-1
Will changes in the loss of frozen water only occur in high latitudes and high elevations?,0,0,0
Is it projected that March to April snow cover in the Northern Hemisphere will decrease by the end of this century?,1,1,0
Will earlier spring melt alter the timing of peak springtime flow in rivers receiving snowmelt?,1,1,0
Will loss of permafrost allow moisture to seep more deeply into the ground?,1,1,0
Do current GCMs include all the processes needed to simulate well permafrost changes?,0,0,0
Can we expect substantial permafrost loss by the end of this century?,1,1,0
Can we expect glaciers to continue to recede?,1,1,0
Will the volume of water provided by glaciers to rivers in the summer dwindle in some locations?,1,1,0
Will the loss of glaciers contribute to a reduction in springtime river flow?,1,0,-1
Will annual mean river flow necessarily decrease if annual mean precipitation increases?,0,0,0
Is it plausible to stop emissions today?,0,0,0
Do changes in emissions have an immediate effect on climate?,0,0,0
Do greenhouse gases persist in the atmosphere for centuries?,1,1,0
Are greenhouse gases removed from the atmosphere through chemical reactions?,1,1,0
Do greenhouse gases exchange with the ocean and the land?,1,1,0
Do aerosols have a lifetime of days?,0,1,1
Does methane have a lifetime of about 10 years?,1,1,0
Does nitrous oxide have a lifetime of about 100 years?,1,0,-1
"Does hexafluoroethane have a lifetime of about 10,000 years?",1,1,0
Is CO2 removed from the atmosphere through multiple processes?,1,1,0
Does CO2 stay in the atmosphere for much longer than a few decades?,1,1,0
Does 15 to 40% of a CO2 pulse remain in the atmosphere after 1000 years?,1,1,0
Will greenhouse gas concentrations immediately return to pre-industrial levels if emissions are halted?,0,0,0
Will methane concentrations return to pre-industrial levels in about 50 years?,1,0,-1
Will N2O concentrations need several centuries to return to pre-industrial levels?,1,1,0
Will CO2 ever come back to its pre-industrial level?,0,0,0
Do changes in aerosol emissions result in nearly instantaneous changes in their concentrations?,1,1,0
Is the climate system response to greenhouse gases characterized by inertia driven mainly by the ocean?,1,1,0
Will it take several centuries for the whole ocean to warm up and reach equilibrium with altered radiative forcing?,1,1,0
Will the surface ocean continue to warm until it reaches equilibrium with the new radiative forcing?,1,1,0
Will the Earth's surface continue to warm over the 21st century if greenhouse gas concentrations are held constant at present-day levels?,1,1,0
Will constant emissions at current levels result in more warming than observed so far?,1,1,0
Will radiative forcing due to long-lived greenhouse gases decrease quickly if emissions are halted?,0,0,0
Will the climate response to the radiative forcing be quick?,0,0,0
Will eliminating CO2 emissions only lead to a near constant temperature for many centuries?,1,0,-1
Will eliminating short-lived negative forcings cause a temporary warming?,1,1,0
Will setting all emissions to zero lead to a near stabilization of the climate for multiple centuries?,1,0,-1
Is the long-term global temperature largely controlled by total CO2 emissions accumulated over time?,1,1,0
Does limiting global warming below a given level imply a budget of CO2 emissions?,1,1,0
Does a higher climate target allow for a higher CO2 concentration peak and larger cumulative CO2 emissions?,1,1,0
Does global temperature scale linearly with all changes in the climate system?,0,0,0
Will changes in the water cycle depend on the type of forcing?,1,1,0
Will slower components of the Earth system respond quickly to changes in climate?,0,0,0
Will sea level rise and ice sheet changes take a long time to respond to climate changes?,1,1,0
Can there be critical thresholds or abrupt and irreversible changes in the climate system?,1,1,0
Do shifting surface winds contribute to changes in sea level?,1,1,0
Does the expansion of warming ocean water alter ocean currents?,1,1,0
Can melting ice affect the shape and gravitational field of the Earth?,1,1,0
Do variations in land ice distribution cause regional fluctuations in sea level?,1,1,0
Are sediment compaction and tectonics localized processes that affect sea level?,1,1,0
Can vertical motion of the sea or land surface cause changes in relative sea level?,1,1,0
"Are tides, storms, and climatic variability dominant factors in short-term sea level variations?",1,1,0
Can earthquakes and landslides affect sea level by causing changes in land height?,1,1,0
Is climate change the main contributor to sea level change over longer time spans?,1,1,0
Do satellite measurements show differing rates of geocentric sea level change around the world?,1,1,0
Were rates of sea level change in the western Pacific Ocean three times greater than the global mean from 1993 to 2012?,1,1,0
Did the eastern Pacific Ocean experience lower rates of sea level change compared to the global mean from 1993 to 2012?,1,1,0
Does natural climate variability influence the spatial variation of sea level change?,1,1,0
Are longer-term trends of sea level change expected to dominate over the 21st century?,1,1,0
Are tide gauges used to measure relative sea level?,1,1,0
Can vertical land motion have an important influence on sea level change in some regions?,1,1,0
Does land deformation due to the melting of ancient ice sheets contribute to regional sea level changes in North America and northwest Eurasia?,1,1,0
Can land subsidence cause elevated relative sea levels?,1,1,0
Can tectonic plate movement cause departures from the global mean sea level trend in some areas?,1,1,0
Does land subsidence caused by intensive groundwater pumping contribute to the greater rate of rise at Manila?,1,1,0
Does melting ice from glaciers or ice sheets result in regional variations in sea level?,1,1,0
Does the gravitational attraction between ice and ocean water reduce as the ice melts?,1,1,0
Does the land tend to rise as the ice melts?,1,1,0
Is the global average change of sea level a useful single value?,1,1,0
Can the combination of various processes result in large departures from the global average sea level change value?,1,1,0
Are shifting surface winds the only factor contributing to changes in sea level?,0,0,0
Does sediment compaction and tectonics have a global impact on sea level?,0,1,1
Do earthquakes and landslides have no effect on sea level change?,0,0,0
Are longer-term trends of sea level change not influenced by climate change?,0,0,0
Are tide gauges used to measure geocentric sea level?,0,1,1
Does vertical land motion have no influence on sea level change in some regions?,0,0,0
Does land deformation due to melting ancient ice sheets not contribute to regional sea level changes?,0,0,0
Can land subsidence only result in lower relative sea levels?,0,0,0
Does tectonic plate movement have no effect on sea level change?,0,0,0
Is land subsidence caused by intensive groundwater pumping not a contributing factor to the greater rate of rise at Manila?,0,0,0
Does melting ice from glaciers or ice sheets cause globally uniform sea level rise?,0,0,0
Does the land tend to fall as the ice melts?,0,1,1
Is the global average change of sea level not a useful single value?,0,1,1
Do the combination of various processes result in a consistent pattern of sea level change?,0,1,1
Do shifting surface winds have a negligible impact on changes in sea level?,0,0,0
Can sediment compaction and tectonics affect sea level globally?,0,1,1
Can earthquakes and landslides significantly alter sea level change?,0,1,1
Is climate change the sole contributor to sea level change over longer time spans?,0,0,0
Are satellite measurements unable to detect differing rates of geocentric sea level change?,0,0,0
Were rates of sea level change in the western Pacific Ocean not three times greater than the global mean from 1993 to 2012?,0,0,0
Did the eastern Pacific Ocean experience higher rates of sea level change compared to the global mean from 1993 to 2012?,0,1,1
Does natural climate variability have no influence on the spatial variation of sea level change?,0,0,0
Will longer-term trends of sea level change not dominate over the 21st century?,0,0,0
Are tide gauges used to measure absolute sea level?,0,0,0
Does vertical land motion have no influence on sea level change at any location?,0,0,0
Does land deformation due to the melting of ancient ice sheets only affect regional sea level changes in North America and northwest Eurasia?,0,0,0
Can land subsidence never result in elevated relative sea levels?,0,0,0
Does tectonic plate movement not cause departures from the global mean sea level trend in any areas?,0,0,0
Does intensive groundwater pumping have no effect on land subsidence?,0,0,0
"Are the Greenland, West, and East Antarctic ice sheets the largest reservoirs of freshwater on the planet?",1,1,0
Do the ice sheets contribute to sea level change over geological and recent times?,1,1,0
Do the ice sheets gain mass through accumulation (snowfall)?,1,1,0
Do the ice sheets lose mass by surface ablation (mostly ice melt) and outflow at their marine boundaries?,1,1,0
Do increases in accumulation cause global mean sea level to fall?,0,0,0
Do increases in surface ablation and outflow cause global mean sea level to rise?,1,1,0
"Do fluctuations in mass fluxes depend on processes within the ice sheet and outside, in the atmosphere and oceans?",1,1,0
Are sources of mass loss projected to exceed sources of mass gain over the course of this century?,1,1,0
Can a continuing positive contribution to global sea level be expected?,1,1,0
Are ice shelves floating and have a negligible direct effect on sea level?,1,1,0
Can ice shelves indirectly affect sea level by altering the mass budget of their parent ice sheet?,1,1,0
Does Greenland lose roughly half of its accumulated ice by surface ablation?,1,1,0
Does Greenland lose roughly half of its accumulated ice by calving?,1,0,-1
Does Antarctica lose virtually all its accumulation by calving and submarine melt from its fringing ice shelves?,1,0,-1
Have studies using satellite radar altimetry found a significant increase in snowfall in East Antarctica?,0,1,1
Do recent atmospheric modeling and satellite measurements find a significant increase in snowfall in East Antarctica?,0,1,1
Are projections suggesting a substantial increase in 21st-century Antarctic snowfall?,1,1,0
Do regional changes in atmospheric circulation play a primary role in Antarctic snowfall increase?,0,1,1
Are air temperatures around Antarctica too cold for substantial surface ablation?,1,1,0
Do field and satellite-based observations indicate enhanced outflow in localized coastal regions of Antarctica?,1,1,0
Are Pine Island and Thwaites Glaciers in West Antarctica experiencing enhanced outflow?,1,1,0
Is the increase in outflow in West Antarctica triggered by regional changes in ocean circulation?,1,1,0
Is the increase in outflow in West Antarctica caused by atmospheric warming over recent decades?,0,1,1
Has the ice-shelf collapse on the Antarctic Peninsula had a positive effect on sea level?,1,0,-1
Will further ice-shelf collapses on the Antarctic Peninsula have a positive effect on sea level?,1,0,-1
Do regional projections suggest that stability of the large ice shelves of West and East Antarctica will be affected by atmospheric warming?,0,1,1
Do estimates of the contribution of the Antarctic ice sheets to sea level over the last few decades vary widely?,1,1,0
Is enhanced outflow currently outweighing any increase in snow accumulation in Antarctica?,1,1,0
Do models that simulate ice flow need to be improved to make reliable projections of outflow over the 21st century?,1,1,0
Does the concept of 'marine ice-sheet instability' suggest that increased outflow occurs when ice at the grounding line is thicker and faster flowing?,1,1,0
Does marine ice-sheet instability potentially result in the rapid loss of parts of the ice sheet?,1,1,0
Will marine ice-sheet instability have no impact on sea level rise by year 2100?,0,0,0
Does increased snowfall in Greenland offset sea level rise caused by increased outflow?,0,0,0
Is mass loss through surface ablation and outflow dominating the trend towards increased accumulation in Greenland's interior?,1,1,0
Has mass loss due to surface ablation in Greenland doubled since the early 1990s?,1,1,0
Is it expected that mass loss due to surface ablation will dominate weakly increasing accumulation in Greenland over the next century?,1,1,0
Does the refreezing of melt water within the snowpack dampen the relation between atmospheric warming and mass loss in Greenland?,1,1,0
Is iceberg calving from Greenland's major outlet glaciers a significant additional mass loss?,1,1,0
Is the intrusion of warm water into coastal seas around Greenland related to increased iceberg calving?,1,1,0
Is the effect of more surface melt water on the lubrication of the ice sheet's bed clear?,0,0,0
Will the Greenland ice sheet eventually stop calving icebergs when the ice margin retreats onto bedrock above sea level?,1,1,0
Does the Greenland ice sheet have known large-scale instabilities that might generate an abrupt increase in sea level rise over the 21st century?,0,1,1
Does a threshold exist in Greenland where continued shrinkage might become irreversible over multi-centennial time scales?,1,1,0
Are projections for 21st-century outflow from Greenland difficult due to the uncertainty of ocean warming's impact?,1,1,0
Does the relationship between atmospheric warming and mass loss in Greenland involve the ability of warmer ice to deform more easily?,1,1,0
Is there a clear link between recent increases in outflow in Greenland and more surface melt water?,0,1,1
Is the net difference between surface ablation and accumulation projected to contribute to sea level rise in 2081-2100?,1,1,0
Will increased outflow contribute to sea level rise in 2081-2100?,1,1,0
Does the Greenland ice sheet contribute to a rise in global mean sea level over the last few decades?,1,1,0
Will the observed trend of increased mass loss in Greenland likely continue during this century?,1,1,0
Is there enough evidence to unambiguously identify the precursor of a potential unstable retreat in Greenland?,0,0,0
Are monsoons responsible for a large fraction of the annual rainfall in many regions?,1,1,0
Is the strength and timing of monsoons related to atmospheric moisture content?,1,1,0
Does monsoonal rainfall become more intense in the future due to increased atmospheric moisture content?,1,1,0
Are the localized effects of climate change on regional monsoon strength and variability certain and easily understood?,0,0,0
Do monsoon rains fall over all tropical continents?,1,0,-1
Is the monsoon circulation driven by the difference in temperature between land and sea?,1,1,0
Does the duration and amount of rainfall depend on the moisture content of the air and the atmospheric circulation?,1,1,0
Does the regional distribution of land and ocean play a role in the strength and variability of monsoons?,1,1,0
Does the Tibetan Plateau affect the strength of the complex Asian monsoon systems through variations in its snow cover?,1,1,0
Does monsoon rainfall intensify when moist on-shore winds rise over mountains?,1,1,0
Have the Indo-Australian and Western Pacific monsoon systems shown coherent trends since the mid-20th century?,0,1,1
Are changes observed in the South American monsoon system over the last few decades related to ENSO variability?,1,1,0
Have systematic long-term trends been observed in the behavior of the Indian or African monsoons?,0,1,1
Does the land surface warm more rapidly than the ocean surface in most regions?,1,1,0
Does the tropical atmospheric overturning circulation slow down on average as the climate warms?,1,1,0
Does changing atmospheric aerosol loadings affect the monsoon circulation by altering summer solar heating of the land surface?,1,1,0
Does an increase in atmospheric moisture associated with warming of the atmosphere result in an increase in total monsoon rainfall?,1,1,0
Do climate model projections show a decrease in total monsoon rainfall?,0,0,0
Are monsoon retreat dates likely to be delayed in the future?,1,1,0
Do future regional trends in monsoon intensity and timing remain uncertain in many parts of the world?,1,1,0
Are year-to-year variations in monsoons affected by ENSO?,1,1,0
Are the future changes in ENSO and its effects on monsoons certain and easily predictable?,0,0,0
Does the projected overall increase in monsoon rainfall indicate a corresponding increase in the risk of extreme rain events?,1,1,0
Is the relationship between regional climate change and global mean change simple?,0,0,0
Do regional climates respond differently to changes in global-scale influences?,1,1,0
Are heat and moisture evenly distributed across the globe?,0,0,0
Do external forcings vary spatially?,1,1,0
Does solar radiation depend on latitude?,1,1,0
