Question,label,pred,diff
Should you determine if the claims in the information seem helpful before considering it?,1,1,0
Are scientists and researchers important sources of information on coronavirus and COVID-19?,1,1,0
Is it possible for headlines and titles to be purposefully shocking or controversial?,1,1,0
Should you be cautious of websites that don't provide much information about the author or sources?,1,1,0
"Are governments, government-funded agencies, and well-known health providers generally reliable sources of information?",1,1,0
Is it necessary to check if the author and quoted experts are legitimate and knowledgeable?,1,1,0
Should you rely solely on one source and not look for other evidence to support claims?,0,0,0
Are websites that don't list the author generally reliable sources?,0,0,0
Can social media provide comprehensive information on health topics?,0,0,0
Should you believe every sensational phrase in news headlines?,0,0,0
Are social media posts generally useless for gathering information?,0,0,0
Is it unnecessary to think critically while using social media for health information?,0,0,0
Can social media be a good place to start learning about different points of view?,1,1,0
Is it essential to know the source of claims before evaluating their reliability?,1,1,0
Are all websites owned by governments reliable sources of information?,0,0,0
Should you trust 'experts' without checking their credentials?,0,0,0
Is it okay to ignore other evidence supporting claims if the main source seems reliable?,0,0,0
Are social media posts generally long and comprehensive?,0,0,0
Is social media solely used for connecting with family and friends?,0,0,0
Are factual statements designed to evoke emotions in readers?,0,1,1
Should you rely on social media for comprehensive health information?,0,0,0
Is it unnecessary to consider who is funding a website and what products/services they advertise?,0,0,0
Are social media posts always accurate and reliable?,0,0,0
Is it vital to use good critical thinking skills when reading information online?,1,1,0
Should you be cautious of headlines that are simple and short?,1,1,0
Are government-funded agencies always reliable sources of information?,0,0,0
Should you ignore websites that don't provide information about the author?,0,1,1
Is it essential to find other evidence to support claims before believing them?,1,1,0
Are social media posts typically long and comprehensive?,0,0,0
Can social media provide support services and mutual aid groups in your community?,1,1,0
Should you trust social media as the most reliable source for health information?,0,0,0
Can you control what happens next?,0,0,0
Is it possible to control how governments respond?,0,0,0
Can you control how your neighbors react to the pandemic?,0,0,0
Should you make a plan to manage things you can control?,1,1,0
Is it essential to follow public health measures?,1,1,0
Can you control your ability to stay safe?,1,1,0
Should you keep medications on hand and talk to your doctor if you're at increased risk?,1,1,0
Is it necessary to determine if you'll need financial supports like the Canada Emergency Response Benefit?,1,1,0
Can you predict exactly what will happen next during a pandemic?,0,0,0
Is it a good idea to map out a daily schedule for staying connected with loved ones?,1,1,0
Can uncertainty during a pandemic contribute to fear and stress?,1,1,0
Is it helpful to figure out how you'll manage times when you feel overwhelmed or hopeless?,1,1,0
Should you look for local support organizations if you need extra help or support?,1,1,0
Is it important to have 14 days of healthy food and household supplies at home?,1,1,0
Can you control how you'll follow public health measures?,1,1,0
Should you plan out daily tasks and goals?,1,1,0
Is it necessary to educate yourself on public health measures?,1,1,0
Is it helpful to figure out how to connect with your mental health care provider?,1,1,0
Is it a good idea to figure out how to manage increased childcare demands?,1,1,0
Can problem-solving be a helpful skill during challenging times?,1,1,0
Should you have a video chat with a loved one if you feel overwhelmed?,1,1,0
Is it important to gather documents for financial supports ahead of time?,1,1,0
Can problem-solving help you break down complicated situations into manageable pieces?,1,1,0
Is it essential to stay connected with loved ones during a pandemic?,1,1,0
Should you prepare for times when you feel overwhelmed?,1,1,0
Is it helpful to have a schedule for looking up current information?,1,1,0
Should you figure out how to manage changes to your usual routine?,1,1,0
Is it important to look for local mutual aid groups?,1,1,0
Can you control how events like a pandemic change over time?,0,0,0
Should you stay connected with loved ones online or by phone?,1,1,0
Is it necessary to have 14 days of household supplies at home?,1,0,-1
Can you control how you'll manage increased childcare demands?,1,1,0
Should you have a way to connect with your mental health care provider?,1,1,0
Is it possible to anticipate a need for financial supports during a pandemic?,1,1,0
Can problem-solving help when you feel overwhelmed or lost?,1,1,0
Should you follow public health measures to stay safe?,1,1,0
Is it essential to stay connected with loved ones during challenging times?,1,1,0
Can problem-solving be a methodical approach to complex situations?,1,1,0
Is it necessary to educate yourself on public health measures and how to follow them?,1,1,0
Can problem-solving help you find realistic solutions to problems?,1,1,0
Should you look for local support organizations if you want to help others in your community?,1,1,0
Is it important to determine if you'll need financial supports during a pandemic?,1,1,0
Can you control what happens during a pandemic?,0,0,0
Should you have calming activities to manage overwhelming times?,1,1,0
Is it possible to figure out how to manage changes to your usual routine?,1,1,0
Should you look for a video chat with a loved one during challenging times?,1,1,0
Is it important to gather application instructions for financial supports?,1,0,-1
Can problem-solving help you test possible solutions to problems?,1,1,0
Is it important to maintain social connections during this time?,1,1,0
Physical distancing and self-isolation can amplify challenging emotions.,1,1,0
Social connections offer opportunities to seek and share support.,1,1,0
Mindlessly scrolling through social media usually builds strong connections.,0,0,0
Loneliness and fear can be intensified by physical separation.,1,1,0
Video chats are more meaningful than phone calls for everyone.,0,0,0
Being physically connected to others always meets emotional and social needs.,0,0,0
"If current strategies for connection don't work, it's better to give up.",0,0,0
Everyone experiences loneliness at some point in their lives.,1,1,0
Feeling lonely can be related to job loss and changes in social connections.,1,1,0
Social distancing can make loneliness feel worse regardless of the cause.,1,1,0
It's essential to be mindful of people who may not be online during this time.,1,1,0
Social connections can help individuals cope with challenges.,1,1,0
It's unnecessary to reach out to others since they will reach out if they need to.,0,0,0
Local community support groups can be found only through physical means.,0,0,0
Pandemics have no effect on creating new connections.,0,0,0
Support groups are no longer available since they have moved online.,0,0,0
Making new connections is possible during the pandemic.,1,1,0
Joining support groups is only helpful if you need someone to talk to.,0,0,0
Social connections are more important than ever during a pandemic.,1,1,0
Physical distancing is not necessary to slow the spread of the virus.,0,0,0
Loneliness and fear are not common emotions during this time.,0,0,0
Video chats are the only effective way to connect with others.,0,0,0
Texting is a convenient way to maintain social connections.,1,1,0
Mindlessly scrolling through social media is an excellent way to feel included.,0,0,0
Loneliness is solely caused by physical separation from loved ones.,0,0,0
Seeking new strategies for connection is a waste of time.,0,0,0
People may be hesitant to reach out to others for various reasons.,1,1,0
Social media is not a useful platform for finding local community support groups.,0,0,0
"This pandemic has brought people together, creating opportunities for new connections.",1,1,0
Support groups are available only for those who have lost their jobs.,0,0,0
Physical connections are more valuable than emotional or social needs.,0,0,0
"Loneliness can be felt by anyone, regardless of the reason.",1,1,0
Reaching out to others and suggesting ways to keep in touch is essential.,1,1,0
Social connections are not helpful in coping with difficult feelings.,0,0,0
Video chats are the most preferred way of connecting for everyone.,0,0,0
Asking for help from others is a sign of weakness.,0,0,0
New connections cannot be made during a pandemic.,0,0,0
Support groups are now available only through social media.,1,0,-1
Specialized support groups are no longer available online.,0,0,0
Seeking new connections is a great way to share your skills and abilities.,1,1,0
It's better to deal with the pandemic on your own without social connections.,0,0,0
Social connections have no impact on loneliness.,0,0,0
Pandemics have not changed the way people communicate.,0,0,0
Seeking specialized support groups is not a helpful step in coping with challenges.,0,0,0
Physical distancing and self-isolation are necessary measures during a pandemic.,1,1,0
Loneliness can arise from various life events and circumstances.,1,1,0
New connections can only be made in person.,0,0,0
Reaching out to others for connection is an act of bravery.,1,1,0
Community support groups can be found both online and offline.,1,1,0
Support groups can offer both help and support to those who need it.,1,1,0
It's essential to have a plan for maintaining social connections.,1,1,0
Mindful use of social media can build strong social connections.,1,1,0
Feeling lonely is a sign of weakness.,0,0,0
Is taking care of your physical health beneficial for your mental health?,1,1,0
Should you try to eat well during the time spent at home?,1,1,0
Is it advised to ignore fresh fruits and vegetables while stocking up on groceries?,0,0,0
Are there new fruits and vegetables that can be kept at home for longer periods of time?,1,0,-1
Is it recommended to reach out for help if you are in self-isolation?,1,1,0
"Do many grocery stores and meal prep services offer safe, no-contact delivery?",1,1,0
Is it safer for others to leave food and supplies outside your door to avoid spreading the virus?,1,1,0
Is exercise an important part of mental health and well-being?,1,1,0
Do some people give up on exercise when they feel stressed or overwhelmed?,1,1,0
Is it recommended to spend time outside if it's safe for you to do so?,1,1,0
Should you stay at least two meters away from others while outside?,1,1,0
"Should you avoid walks, runs, or other safe outdoor activities?",0,0,0
Should you check the status of your local parks or trails before going out?,1,1,0
Is it advisable to look for no-equipment exercise routines or classes if you don't have equipment?,1,1,0
Can poor sleep make problems feel worse than they are?,1,1,0
"Can poor sleep affect your mood, outlook, and patience?",1,1,0
Can stress and anxiety affect your sleep?,1,1,0
Should you practice healthy sleep habits if you have trouble sleeping?,1,1,0
Is it advisable to check in with your doctor or health care team if you have other health problems?,1,1,0
Should you plan ahead to keep prescription or over-the-counter medications on hand?,1,1,0
Is it good for your mental health to keep yourself healthy?,1,1,0
Should you try to keep a balanced approach when eating?,1,1,0
Should you try out new fruits and vegetables that can be kept at home for longer periods of time?,1,1,0
Should you avoid exercise if you feel stressed or overwhelmed?,0,0,0
Can poor sleep affect your patience?,1,1,0
Is it necessary to avoid busy areas and groups while outside?,1,0,-1
Is it essential to stay at least two meters away from others while outside?,1,0,-1
Is it good to try out new fruits and vegetables?,1,1,0
Can stress and anxiety take a toll on your sleep?,1,1,0
Is it good to reach out for help if you are in self-isolation?,1,1,0
Can stress and anxiety affect your sleep?,1,1,0
Is it beneficial to spend time outside if it's safe for you to do so?,1,1,0
"Should you try yoga, barre class, and cardio from your living room?",1,1,0
Should you look for no-equipment exercise routines if you don't have equipment?,1,1,0
Is it necessary to check the status of your local parks or trails before going out?,1,0,-1
Is it safe for others to leave food and supplies outside your door to avoid spreading the virus?,1,1,0
Should you spend time outside if it's safe for you to do so?,1,1,0
Is it important to keep yourself healthy?,1,1,0
Should you try to eat as well as you can?,1,1,0
Should you try out new fruits and vegetables at home?,1,1,0
Can stress and anxiety really take a toll on your sleep?,1,1,0
Should you try out new fruits and vegetables that keep at home for longer periods?,1,1,0
Is it beneficial to reach out for help if you are in self-isolation?,1,1,0
Can stress and anxiety take a toll on your sleep?,1,1,0
"Should you still avoid walks, runs, or other safe outdoor activities?",0,0,0
Should you check the status of your local parks or trails before going outside?,1,1,0
Is it advisable to look for no-equipment exercise routines or classes?,1,1,0
Can stress and anxiety really take a toll on your sleep?,1,1,0
Is it important to plan ahead and keep necessary health needs on hand?,1,1,0
Is distraction a valid tool for coping with overwhelming feelings or loneliness?,1,1,0
Should you try low-effort distractions when you lack energy or focus?,1,1,0
Can watching TV be considered a low-effort distraction?,1,1,0
Is it advisable to work on a simple art project as a distraction?,1,1,0
Is it recommended to give yourself a to-do list when you have more energy and focus?,1,1,0
Can you clean and take care of projects around your home as part of your to-do list?,1,0,-1
Is connecting with family or friends a suggestion for your to-do list?,1,1,0
Should you read a new book and catch up on your favorite TV shows if you have more energy and focus?,1,1,0
Can you find interesting opportunities for online courses from universities through MOOCs?,1,1,0
Is it possible to learn a new language online or through apps?,1,1,0
Can you learn new hobbies and activities during social distancing or self-isolation?,1,1,0
Are people finding creative ways to bring the world into their homes during social distancing?,1,1,0
Can you tour museums and art galleries from the comfort of your home?,1,1,0
Is it possible to Skype with a scientist while practicing social distancing?,1,1,0
Can you watch animals at zoos and nature preserves without leaving your home?,1,1,0
Should you look for ways to keep yourself on track with healthier habits during disrupted schedules?,1,1,0
Can you turn activities into a fun competition with friends or family to maintain healthier habits?,1,1,0
Is using social media platforms to organize support for neighbors a common practice?,1,1,0
"Can you sign up to walk dogs and help others during social distancing, if you're healthy and safe?",1,1,0
Is helping others during social distancing good for your own mental health?,1,1,0
Should you follow good hygiene practices and physical distancing while helping others?,1,1,0
Is distraction generally a counterproductive coping mechanism?,0,0,0
Are low-effort distractions usually ineffective in managing low energy or lack of focus?,0,0,0
Is watching TV likely to require a significant amount of effort?,0,0,0
Is it advisable to engage in complex art projects during overwhelming situations?,0,1,1
Is creating a to-do list recommended only for those with high energy and focus?,0,0,0
Can you only work on hobbies when you have more energy and focus?,0,0,0
Should you avoid connecting with family or friends during overwhelming times?,0,0,0
Is reading a new book and catching up on TV shows not a suitable activity during overwhelming times?,0,0,0
Are MOOCs and online learning platforms limited to local opportunities?,0,0,0
Can you learn a new language only through in-person classes?,0,0,0
Are new hobbies and activities impossible to learn during social distancing?,0,0,0
Do people tend to feel more isolated during social distancing?,0,1,1
Is it impossible to tour museums and art galleries during social distancing?,0,0,0
Can you only Skype with friends and family during social distancing?,0,0,0
Are animals completely inaccessible during social distancing?,0,0,0
Should you abandon healthier habits when your schedules are disrupted?,0,0,0
Can turning activities into competitions be detrimental to your well-being?,0,1,1
Is organizing support through social media platforms ineffective for neighbors?,0,0,0
Is it unsafe to help others by walking dogs and providing essential supplies during social distancing?,0,0,0
Does helping others have no impact on your own mental health during social distancing?,0,0,0
Is following good hygiene practices and physical distancing unnecessary while helping others?,0,0,0
Does distraction always serve as a productive coping mechanism?,0,0,0
Are low-effort distractions always effective in managing low energy or lack of focus?,0,0,0
Does watching TV always require a significant amount of effort?,0,0,0
Is it always advisable to engage in complex art projects during overwhelming situations?,0,0,0
Is creating a to-do list only recommended for those with low energy and focus?,0,0,0
Can you only connect with family or friends when you lack energy and focus?,0,0,0
Should you avoid reading new books and catching up on TV shows during overwhelming times?,0,0,0
Are MOOCs and online learning platforms limited to specific locations?,0,0,0
Can you only learn a new language through in-person classes?,0,0,0
Are new hobbies and activities impossible to learn during times of high energy and focus?,0,0,0
Do people tend to feel less isolated during social distancing?,0,0,0
Is it possible to tour museums and art galleries during social distancing?,0,1,1
Can you only Skype with a scientist during social distancing?,0,0,0
Are animals completely inaccessible during social distancing?,0,0,0
Does how you think about something impact your feelings and behaviors?,1,1,0
"When feeling stressed out, angry, or fearful, is it easy to see all the options available?",0,0,0
Do we all have control over our own actions and reactions regardless of external circumstances?,1,0,-1
Is it possible for people to overestimate the negative parts and underestimate the positive parts of a situation?,1,1,0
"Challenging negative and unhelpful thoughts can improve your mood, true or false?",1,1,0
Should you stop and notice thoughts that come up to understand their impact on your feelings?,1,1,0
Can reframing a negative thought make it more productive or hopeful?,1,1,0
Is it possible to find positive aspects or new ways to approach a situation?,1,1,0
"Feeling good is a common result of thinking ""We're never going to make it through this!""",0,0,0
"Challenging negative thoughts can validate your ability to get through a difficult situation, true or false?",1,1,0
Will enjoying a rescheduled event be better if you don't have to worry about getting sick or spreading illness?,1,1,0
"By staying at home, are you doing your part to keep others safe and healthy?",1,1,0
Does the exercise help in understanding the situation more realistically?,1,1,0
"Will focusing on the things you can do make everything feel more manageable, true or false?",1,1,0
Are there things you can do to keep healthy during the pandemic?,1,1,0
Are health care professionals and scientists working as fast as they can to manage COVID-19?,1,1,0
"Does everyone control their own actions and reactions, no matter what's going on in the world?",1,0,-1
"Does thinking ""I'm so mad that my event was cancelled! This sucks!"" reframe the situation in a positive light?",0,0,0
Can focusing on the things you can do make everything feel more overwhelming?,0,0,0
Are health care professionals and scientists working tirelessly to manage COVID-19?,1,1,0
Is it beneficial to understand the situation more realistically and see what you can control at the moment?,1,1,0
Is it impossible to find any positive aspects or think of new approaches to a situation?,0,0,0
Can challenging negative thoughts validate your ability to cope with difficult situations?,1,1,0
Is it mentioned that focusing on what you can do makes the situation feel more manageable?,1,0,-1
Are there positive aspects of the current situation that can be recognized and appreciated?,1,1,0
Should you avoid acknowledging the negative parts of a situation altogether?,0,0,0
Can challenging negative thoughts help you see new options and opportunities to stay well?,1,1,0
Are there ways to make negative thoughts more productive or hopeful?,1,1,0
Is it necessary to constantly worry about the future and how things will turn out?,0,0,0
Can reframing a thought help in coping with difficult situations?,1,1,0
Is it mentioned that you can find positive aspects and approach the situation differently?,1,0,-1
Can challenging negative thoughts help you validate your ability to handle a difficult situation?,1,1,0
Is it possible to feel overwhelmed by negative thoughts?,1,1,0
Does what you tell yourself about a situation affect how you feel and what you do?,1,1,0
Distorted interpretations of situations can lead to feeling worse.,1,1,0
Unbalanced thinking traps are also known as automatic thoughts and assumptions.,1,1,0
Everyone falls into thinking traps from time to time.,1,1,0
"Feeling sad, angry, anxious, depressed, or stressed can lead to distorted interpretations.",1,1,0
Not taking good care of yourself can make you more vulnerable to thinking traps.,1,1,0
"Overgeneralizing involves using words like ""always"" or ""never.""",1,1,0
Thinking in black and white terms can lead to seeing a small mistake as a total failure.,1,1,0
People who think in black and white terms have difficulty recognizing gray areas.,0,1,1
Saying only negative things about yourself or others is a type of thinking trap.,1,1,0
Predicting something bad will happen without evidence is a common thinking trap.,1,1,0
Focusing only on the negative parts of a situation and ignoring anything good is a thinking trap.,1,1,0
Bad feelings or emotions always accurately reflect the situation.,0,0,0
"""Should"" and ""must"" statements are examples of thinking traps.",1,1,0
"Telling yourself how you ""should"" act can lead to unhelpful thought patterns.",1,1,0
Trying to stop thinking in a thinking trap is an effective way to deal with it.,0,1,1
"When trying to get out of a thinking trap, it's essential to challenge the thoughts with evidence.",1,1,0
Asking yourself questions about a situation can help you identify thinking traps.,1,1,0
"To challenge a negative thought, you can ask if there is evidence to support or disprove it.",1,1,0
Challenging thinking traps is not necessary if you always trust your instincts.,0,0,0
Comparing how you treat yourself to how you treat others can help challenge self-critical thinking traps.,1,1,0
Seeking the opinion of people you trust can help challenge your thoughts.,1,1,0
Testing your beliefs in person can be a useful way to challenge your thinking traps.,1,1,0
Thinking traps can easily be broken with one simple technique.,0,0,0
Finding evidence against a negative thought can be a helpful way to challenge it.,1,1,0
Challenging thinking traps often involves questioning if other people have experienced similar situations.,1,1,0
"To challenge a thought, you must always prove it wrong through concrete evidence.",0,0,0
A more balanced thought can replace an old thinking trap after challenging it.,1,1,0
Feeling upset in difficult situations is not a sign of weakness.,1,1,0
It's not important to consider what worked for you in the past when dealing with current challenges.,0,0,0
Calling friends to see if they want to make plans can challenge beliefs about their feelings towards you.,1,1,0
Feeling overwhelmed is a clear indication that you won't be able to cope with challenges.,0,0,0
Is it common for people to fall into thinking traps?,1,1,0
Overgeneralizing can lead to a balanced view of situations.,0,0,0
Can distorted thinking patterns lead to unhelpful responses to situations?,1,1,0
Can taking good care of yourself reduce vulnerability to thinking traps?,1,1,0
"Does being sad, angry, or stressed make you more likely to distort your interpretation of things?",1,1,0
"Does overgeneralizing involve using words like ""sometimes"" or ""rarely""?",0,0,0
Is it necessary to challenge thinking traps to break free from them?,1,1,0
Can asking specific questions about a situation help identify thinking traps?,1,1,0
Is challenging a negative thought by finding evidence to support it an effective strategy?,0,0,0
Is seeking the opinion of people you trust a helpful way to challenge your thoughts?,1,1,0
Can testing your beliefs in person be a valuable method to challenge thinking traps?,1,1,0
Should you replace a thinking trap with a more balanced thought after challenging it?,1,1,0
Feeling upset in difficult situations is a sign of personal failure.,0,0,0
Should you ignore your past coping strategies when dealing with current challenges?,0,0,0
Can calling friends to make plans help challenge negative beliefs about their feelings towards you?,1,1,0
Feeling sad and overwhelmed is a normal response to challenging situations.,1,1,0
Should you label yourself and others negatively to maintain a realistic perspective?,0,0,0
"Should you accept ""should"" statements without questioning their validity?",0,0,0
Is it unnecessary to consider if you are being overly self-critical compared to how you treat others?,0,0,0
Is it essential to test your beliefs in person to challenge thinking traps effectively?,1,1,0
Is it impossible to break thinking traps with the help of evidence and balanced thoughts?,0,0,0
Grief is only experienced when a person loses a loved one or a pet.,0,0,0
Losing your job can lead to feelings of grief.,1,1,0
Grief can be triggered by changes in your daily routine.,1,1,0
Feeling fearful of contracting COVID-19 can lead to grief.,1,1,0
Social distancing and self-isolation can cause grief due to reduced social relationships.,1,1,0
Grief can make you feel excited and motivated about the future.,0,0,0
Graduation ceremonies and weddings are not considered important milestones in the passage.,0,0,0
"Grief can evoke various emotions like sadness, anger, and fear.",1,1,0
Difficulties with eating and sleeping are not associated with grief.,0,0,0
Grief can leave you feeling overwhelmed and exhausted.,1,1,0
The passage suggests that everyone experiences grief in the same way.,0,0,0
Expressing feelings through art is a recommended strategy for dealing with grief.,1,1,0
It is best to suppress and ignore feelings of grief to move on faster.,0,0,0
Seeking support from friends and family is not helpful when dealing with grief.,0,0,0
Taking care of your physical health has no impact on managing grief.,0,0,0
"Grief is a permanent state, and the feelings will never subside.",0,0,0
It is essential to seek professional help if you're unable to cope with grief on your own.,1,1,0
Psychologists and counselors can only offer in-person appointments.,0,0,0
Expressing your feelings in a healthy way involves talking to someone close to you.,1,1,0
Grief follows a fixed timeline and is the same for everyone.,0,0,0
Trying to maintain regular routines during grief is recommended.,0,1,1
Social isolation is not linked to feelings of grief.,0,0,0
The passage advises against any form of self-care during grief.,0,0,0
Emotions during grief will become more manageable over time.,1,1,0
Seeking help from a mental health professional is unnecessary if you have friends or family for support.,0,0,0
Expressing grief through art is not an effective method of coping.,0,0,0
Grief can lead to physical symptoms like fatigue and tension.,1,1,0
Everyone should grieve in the same way to recover effectively.,0,0,0
Taking time off work during grief is not a recommended approach.,0,0,0
Grief can make you feel detached from reality.,1,1,0
Grief can be lessened by suppressing and ignoring emotions.,0,0,0
Seeking support from others who have experienced grief can be helpful.,1,1,0
Ignoring your well-being during grief can worsen your experience.,1,1,0
Grief can cause feelings of hopefulness about the future.,0,0,0
"Grief is an emotion that only affects individuals, not communities as a whole.",0,0,0
It is essential to engage in regular exercise to cope with grief.,0,1,1
"Grief is a temporary state, and the intensity of feelings will decrease over time.",1,1,0
Seeking help from a mental health professional is a sign of weakness.,0,0,0
Keeping a journal is a recommended method to express and process grief.,1,1,0
Grief can impact your ability to carry out everyday tasks and obligations.,1,1,0
Expressing grief through art is an effective way to cope with emotions.,1,1,0
It is normal to experience conflicting emotions during grief.,1,1,0
Taking care of your physical health can improve your emotional well-being during grief.,1,1,0
Grief can make you feel like life will never return to normal.,1,1,0
Seeking support from friends and family is not helpful when dealing with grief.,0,0,0
Ignoring grief and hoping it will go away on its own is a recommended approach.,0,0,0
"Grief is a linear process, and once you pass a stage, you won't return to it.",0,0,0
Grief can lead to a lack of interest in hobbies and activities you used to enjoy.,1,1,0
It is possible to navigate grief without any support from others.,0,1,1
Expressing grief through art is an unhealthy coping mechanism.,0,0,0
Grief can affect your physical health but has no impact on your mental well-being.,0,0,0
Seeking professional help is the only effective way to cope with grief.,0,0,0
Do you need a doctor's referral to see a psychologist?,0,0,0
Do you need a doctor's referral to see a counsellor?,0,0,0
Are support groups only available for people with mental illnesses?,0,0,0
Support groups are intended to help individuals learn from each other.,1,1,0
Are support groups only offered by mental health service providers?,0,0,0
Can support groups be found in schools and campuses?,1,1,0
Are support groups exclusively for individuals with a specific diagnosis?,0,0,0
Can community organizations provide support groups?,1,1,0
Are there support groups available for family members and friends?,1,1,0
Is the Mood Disorders Association of BC a resource for mental health support groups?,1,1,0
Does the Canadian Mental Health Association offer any support services?,1,1,0
Can the Canadian Mental Health Association recommend other services if they don't have their own program?,1,1,0
The BC Schizophrenia Society provides support groups for people with mental illnesses.,0,1,1
Can you find support groups related to alcohol or drug use by calling a specific number?,1,1,0
Should you talk to a school counsellor or campus' health office for support groups?,1,1,0
Online support can be a substitute for in-person support groups.,1,1,0
Do you need to feel comfortable supporting others in a support group?,1,1,0
It's unnecessary to contact the group facilitator before joining a support group.,0,0,0
Having a checklist to evaluate support groups is not useful.,0,0,0
Is it okay to leave a support group if it's not working for you?,1,1,0
Should you avoid talking to the facilitator if the group doesn't work for you?,0,0,0
Is it essential to have a common experience to join a support group?,0,0,0
Can support groups be beneficial for substance use-related issues?,1,1,0
Is it recommended to contact the facilitator before joining a support group?,1,1,0
Is it necessary to share your experiences and thoughts in a support group?,1,1,0
Can a school counsellor recommend support groups on campus?,1,1,0
Does the BC Schizophrenia Society provide support groups for family members?,1,1,0
"Are support groups exclusively in-person, with no online options?",0,0,0
Can the Alcohol and Drug Information Referral Service provide information about support groups?,1,1,0
Is it possible to try another group if one support group doesn't work for you?,1,1,0
Is it essential to feel safe in order to benefit from a support group?,1,1,0
Should you talk to the group facilitator if you want to leave the support group?,1,1,0
Are support groups only available for individuals in the Lower Mainland?,0,0,0
Are support groups designed to help you learn from others but not share your experiences?,0,0,0
Can the Mood Disorders Association of BC recommend other support groups in the province?,1,1,0
Are support groups exclusive to mental health-related issues?,0,0,0
Should you try another group if a support group doesn't work for you?,1,1,0
Can online support be useful if you don't have an in-person group nearby?,1,1,0
Are there support groups specifically for family members and friends in BC?,1,1,0
Does the BC Schizophrenia Society offer support groups for people with a specific diagnosis?,0,1,1
Can schools and campuses offer support groups?,1,1,0
Is it important to feel comfortable sharing your experiences in a support group?,1,1,0
Is it possible to join support groups for any experience of mental illness?,1,1,0
Should you talk to your mental health care provider to find support groups?,1,1,0
Are support groups exclusively for individuals in the province of BC?,0,0,0
Should you avoid contacting the group facilitator or organizer before joining?,0,0,0
Can you find support groups for alcohol and drug use in the Lower Mainland?,1,1,0
Is it necessary to have a specific diagnosis to join a support group?,0,0,0
Is it recommended to evaluate support groups before joining one?,1,1,0
Is talking to a teacher or school counselor helpful?,1,1,0
Can you seek assistance by talking to your family doctor?,1,1,0
Should you visit a walk-in clinic for child/youth help?,1,1,0
Is contacting the local Child & Youth Mental Health office on their walk-in days a viable option for help?,1,1,0
Is it recommended to avoid involving teachers or school counselors when seeking help for a child/youth?,0,0,0
Mental health concerns are not a serious concern at any age.,0,0,0
Seeking help and support for mental health is essential for everyone.,1,1,0
You can talk to your family doctor about your mental health concerns.,1,1,0
Going to a walk-in clinic is not an option for addressing mental health concerns.,0,0,0
The Mental Health Support Line can provide information about services in your area.,1,1,0
"To find your local mental health center, visit www.gov.bc.ca/mentalhealth.",1,0,-1
A doctor's referral is never required to access mental health programs.,0,0,0
You can request information about local services from the Canadian Mental Health Association at www.cmha.bc.ca.,1,1,0
The website www.bc211.ca can help you find local mental health centers and programs.,1,1,0
The Canadian Coalition for Seniors' Mental Health does not offer any resources.,0,0,0
"If you are concerned about a loved one, you should keep your worries to yourself.",0,0,0
It's important to share your concerns and observations about your loved one's behavior.,1,1,0
Your loved one's perspective on the problem may not matter and can be disregarded.,0,0,0
It's best to have one conversation with your loved one to address their mental health concerns.,0,0,0
Finding an action or solution that everyone agrees on is not necessary when helping a loved one.,0,0,0
Seeking cooperation is essential when addressing a loved one's mental health concerns.,1,1,0
People are generally willing to talk about their experiences with mental health openly.,0,0,0
Providing alternatives for seeking help is important when your loved one is reluctant to talk.,1,1,0
The BC Mental Health Support Line is only for people who need immediate assistance.,0,0,0
Managing expectations and well-being is not necessary when supporting a loved one's mental health.,0,0,0
Adults who can care for themselves have the right to refuse help even if they experience health problems.,1,1,0
Seeking help for mental health is easy and stress-free.,0,0,0
Refusing help is a sign of strength and independence in adults.,0,0,0
The Mental Health Support Line provides services only for seniors.,0,0,0
The website www.cmha.bc.ca is not related to mental health.,0,0,0
A doctor's referral is mandatory to access any mental health program.,0,0,0
The Canadian Coalition for Seniors' Mental Health offers resources on various topics.,1,1,0
Your loved one's perspectives on their mental health concerns are irrelevant.,0,0,0
Patience is essential when addressing a loved one's mental health issues.,1,1,0
Cooperation is unnecessary when helping a loved one with their mental health.,0,0,0
It's common for people to be willing to talk openly about their mental health experiences.,0,0,0
Encouraging alternatives like the BC Mental Health Support Line is unhelpful when a loved one is reluctant to talk.,0,0,0
Seeking support for managing your expectations and well-being is unnecessary.,0,0,0
"Adults who can care for themselves should have their choices respected, even if they refuse help.",1,1,0
Supporting a loved one with mental health concerns is stress-free and straightforward.,0,0,0
Seeking help is a sign of weakness and dependence on others.,0,0,0
The Seniors Distress Line can provide information about local services.,0,1,1
The Canadian Coalition for Seniors' Mental Health provides resources on depression.,1,1,0
You should never share your concerns about a loved one's mental health.,0,0,0
One conversation is sufficient to address all mental health concerns with a loved one.,0,0,0
Seeking cooperation when helping a loved one is not helpful.,0,0,0
It's pointless to offer alternatives when a loved one doesn't want to talk about their experiences.,0,0,0
Seeking support for yourself while supporting a loved one isn't necessary.,0,0,0
Adults who can care for themselves must accept any help offered to them.,0,0,0
Seeking help for mental health is generally difficult for most people.,1,1,0
Refusing help for mental health is a sign of stubbornness and defiance.,0,0,0
Self-help resources can replace diagnosis and treatment.,0,0,0
Is it recommended to consult a doctor about low mood?,1,1,0
Self-help materials can help diagnose depression.,0,0,0
Are self-help resources useful for learning about depression?,1,1,0
Should you rely solely on self-help for treating depression?,0,0,0
Can self-help materials be used in conjunction with treatment?,1,1,0
Is it better to ignore physical causes of low mood?,0,0,0
